id,name,marks
1051,Chelsie Maldin,36
1052,Oralla Row,29
1053,Horton Andriessen,17
1054,Buddy Zincke,3
1055,Dorolisa Haynesford,18
1056,Janna Schober,78
1057,Dierdre Earwicker,60
1058,Deirdre Kenderdine,55
1059,Clara Ledgister,86
1060,Wally Rabley,55
1061,Karlee Bench,25
1062,Adaline Mantz,34
1063,Damon Fynn,72
1064,Silvanus Elflain,96
1065,Phyllida Offer,55
1066,Kippy Bernth,90
1067,Crawford Cobelli,21
1068,Harriette Hiskey,100
1069,Mora Grene,0
1070,Morganica Hainey,18
1071,Sallee Annell,72
1072,Murial Cammish,53
1073,Phyllida Benduhn,31
1074,Susy Ferries,88
1075,Floyd Folkerd,8
1076,Russ McQuode,88
1077,Michal Fifoot,99
1078,Barn Syms,87
1079,Malachi Ronnay,1
1080,Phyllys Gianasi,48
1081,Wally Rusted,4
1082,Phyllys McGerr,23
1083,Michelina Dominici,66
1084,Kevan Scates,60
1085,Kimmy Juorio,1
1086,Wileen Rathke,60
1087,Dulcy Bench,4
1088,Krystal Hagard,52
1089,Faina Laslett,60
1090,Josiah Mallabar,54
1091,Edgar Verma,96
1092,Phyllis Elflain,71
1093,Floyd Tinto,9
1094,Robert Ferry,6
1095,Veradis Clipston,12
1096,Phyllida Surmon,2
1097,Grayce Ros,40
1098,Alina Fifoot,31
1099,Tomasine Brampton,95
1100,Lyndy Inder,6
1101,Annmarie Clooney,73
1102,Cobby Saylor,41
1103,Phylis Guiton,43
1104,Phyllys Row,70
1105,Broderic Toffler,16
1106,Cullan Juorio,86
1107,Dniren Daoust,13
1108,Aurora Cowterd,50
1109,Susy Surmon,36
1110,Myrtie Waterhous,28
1111,Hayward Schober,35
1112,Weider Checo,97
1113,Alina Bodega,13
1114,Weider Devitt,37
1115,Margi Winscomb,8
1116,Jory Eyeington,13
1117,Arlana Imlach,57
1118,Etheline Chesswas,55
1119,Moina McKenny,64
1120,Silvanus Row,78
1121,Gwendolyn Garford,91
1122,Lorna Ough,29
1123,Grayce Joul,60
1124,Leonerd McQuode,49
1125,Aldin Cardinale,67
1126,Devinne Parvin,60
1127,Shaylyn Guerrier,84
1128,Ronnica Surmon,0
1129,Lorrin Toolin,9
1130,Fred Bendell,36
1131,Hilliard Matterface,60
1132,Flossy Cowterd,0
1133,Daisy Colcomb,81
1134,Ronnica Teather,33
1135,Flori Hankins,95
1136,Etheline Niche,5
1137,Barr Checo,28
1138,Inna Chicken,81
1139,Dew Kilmartin,22
1140,Betsey Keady,94
1141,Viv Coppenhall,18
1142,Rossy Fynn,45
1143,Hunter Sleet,96
1144,Alexandra Greeding,73
1145,Lauree Roycraft,87
1146,Pen Fifoot,34
1147,Michal Kenafaque,42
1148,Heath Karolowski,79
1149,Chlo Carley,25
1150,Annmarie Reedman,46
1151,Moina Duer,20
1152,Cecil Hiskey,0
1153,Ozzy Lardnar,33
1154,Kev Elflain,13
1155,Tomasine Colcomb,37
1156,Tiffany Grigorescu,91
1157,Dierdre Lardnar,33
1158,Laney Hughman,28
1159,Ivett Fifoot,56
1160,Roland Bench,47
1161,Kettie Symcox,13
1162,Anne-corinne Pohlak,11
1163,Derk Niche,5
1164,Kev Couroy,86
1165,Chloris Grigorescu,60
1166,Berrie Blanckley,92
1167,Deirdre Gane,82
1168,Ralina Joul,14
1169,Lothario Grouer,50
1170,Bil Cousen,91
1171,Phyllys Earwicker,72
1172,Hedda McCotter,88
1173,Margarita Ferguson,82
1174,Margalit Brampton,83
1175,Lyndy Barnaclough,13
1176,Marla Braban,32
1177,Rebe Cubbit,72
1178,Thibaut Borges,38
1179,Weidar Rimour,10
1180,Demetris Waterhous,15
1181,Byrom Biagini,79
1182,Nichole Ough,10
1183,Hersch Zmitruk,70
1184,Daisy Mulder,59
1185,Karlee Chesswas,60
1186,Chelsie Misk,59
1187,Bil Fifoot,62
1188,Justen Pendlenton,100
1189,Margalit Lope,32
1190,Marquita Colcomb,83
1191,Dannel Boothebie,79
1192,Ediva Coppenhall,52
1193,Raquela Howell,80
1194,Stanfield Hiskey,57
1195,Marquita Payton,18
1196,Hedvige Chillcot,94
1197,Justen Rabley,12
1198,Hilliard Gane,51
1199,Meade Toffler,92
1200,Coraline Terne,39
1201,Tine Tattersdill,24
1202,Flossy Anwyl,57
1203,Margarethe Benet,75
1204,Ettore MacInnes,63
1205,Sergeant McKenny,64
1206,Jean Biagini,98
1207,Weidar Macklin,34
1208,Bridie McCord,32
1209,Gertie Morey,54
1210,Etheline Bernth,74
1211,Raleigh Offer,73
1212,Harald Dineen,82
1213,Bord Querree,57
1214,Kev Sleet,2
1215,Odella Piggrem,55
1216,Brinn Pietzker,64
1217,Karlee Checo,57
1218,Margalit Pohlak,76
1219,Wileen Normaville,98
1220,Sydel Rickhuss,95
1221,Shandee Schober,9
1222,Dalston Andriessen,24
1223,Stanfield Budibent,9
1224,Suzi Tutchell,64
1225,Lea Gallamore,94
1226,Lyndy Hankins,6
1227,Horton Houlaghan,22
1228,Toby Tinto,85
1229,Caryn Tinto,56
1230,Lorna Terne,91
1231,Claudell Kilmartin,44
1232,Kettie Gilfether,53
1233,Alexandra Ros,11
1234,Kevan Tinto,68
1235,Kristel Blaza,29
1236,Ralina Rosenberg,67
1237,Rebe Waterhous,70
1238,Dierdre Orrell,45
1239,Viva Cardinale,80
1240,Kippy Theseira,54
1241,Cassius Bolsover,50
1242,Aurora Biagini,74
1243,Buddy Van Halle,99
1244,Randal Biernat,28
1245,Hebert Bambra,5
1246,Demetris Boothe,15
1247,Hedvige Rimour,23
1248,Royall Dunster,27
1249,Raff McIlheran,47
1250,Salvador Cubbit,75
1251,Berrie Maciejewski,25
1252,Damon Ledgister,68
1253,Chelsie Gwyer,6
1254,Alina Platt,60
1255,Michal Kelberman,45
1256,Ivett Winscomb,59
1257,Jarrid Cocke,82
1258,Hilliard Chicken,8
1259,Sydel Baron,49
1260,Giulia Hansbury,25
1261,Aldin Theseira,90
1262,Jessie Cullotey,62
1263,Justen MacInnes,1
1264,Milty Surmon,84
1265,Pyotr Orteau,17
1266,Ogdon Elflain,49
1267,Damon Dormand,20
1268,Viv Rosenberg,9
1269,Mahala Beal,78
1270,Meredith Cubbit,56
1271,Raleigh Allgood,24
1272,Benjy Mattussevich,78
1273,Silvanus McCullouch,23
1274,Veradis Braban,66
1275,Inna Eyeington,25
1276,Phyllis Mathely,25
1277,Byrom Donwell,18
1278,Demetris Bickerstaff,37
1279,Ronald Verma,91
1280,Wileen Huegett,76
1281,Theresina Beal,81
1282,Anatollo Laird,56
1283,Tanhya L' Estrange,62
1284,Sydel Duer,89
1285,Aurora Cobelli,92
1286,Heath Goudge,93
1287,Oralla McCullouch,45
1288,Mora McCotter,72
1289,Etheline Pulbrook,73
1290,Kelby Easen,97
1291,Land Pohlak,94
1292,Meredith Annell,1
1293,Laney Pietzker,56
1294,Anjanette Rickhuss,44
1295,Pier Surmon,28
1296,Wileen Guiton,18
1297,Nicko Niche,90
1298,Ediva Bendell,40
1299,Lemar Rait,37
1300,Grata Godfrey,60
1301,Bunnie Dispencer,86
1302,Dalston Hainey,66
1303,Conney Dunster,78
1304,Tanhya Donwell,42
1305,Arlana Cocke,0
1306,Brigida Symcox,20
1307,Levy Grouer,17
1308,Ronnica Melmeth,90
1309,Berrie Nott,26
1310,Ora McKenny,20
1311,Tomasine Easen,47
1312,Nichole Mathely,10
1313,Buddy Sleet,46
1314,Shaylyn Nott,77
1315,Ag Braemer,33
1316,Konstance Kennally,48
1317,Ag Noden,56
1318,June Barnaclough,1
1319,Nichole Abson,96
1320,Marla Haselgrove,84
1321,Hilliard Divver,77
1322,Toby Biagini,83
1323,Dyanna Baron,35
1324,Aldin Grouer,49
1325,Shirlene Duer,36
1326,Wernher Rimour,14
1327,Kippy Brennand,26
1328,Nelie Mongain,47
1329,Odelia Souza,54
1330,Rubie Niche,5
1331,Theresina Lilford,53
1332,Myrta Latty,46
1333,Olimpia Simonson,28
1334,Devinne Mulder,29
1335,Flossy Syms,53
1336,Carleen Rathke,13
1337,Tessie Grene,86
1338,Margi Tattersdill,66
1339,Linzy Coupe,51
1340,Flori Flewin,30
1341,Darlleen Scates,100
1342,Trula Thursby,24
1343,Kettie Emmott,65
1344,Myrtie Dineen,44
1345,Weider Rosenberg,42
1346,Hedvige Souza,32
1347,Justen Matley,77
1348,Salvador Mathissen,60
1349,Berrie Normaville,45
1350,Alleen Dobing,53
1351,Jessika Braemer,21
1352,Kippy Parkey,81
1353,Shandeigh Mallabar,64
1354,Meade O'Hdirscoll,41
1355,Alwyn Guiton,1
1356,Timmie Divver,44
1357,Flori Pauletti,96
1358,Thibaut Freemantle,9
1359,Carleen Matterface,2
1360,Anjanette Thursby,52
1361,Raff Cammish,79
1362,Arleyne Cardinale,28
1363,Jessie Livermore,55
1364,Laney Parvin,34
1365,Ezechiel McKenny,81
1366,Lindsey Symcox,38
1367,Concettina Kelberman,4
1368,Ondrea Noden,21
1369,Hilliard Kelberman,81
1370,Janna Melmeth,81
1371,Ozzy Pendlenton,88
1372,Phillip Phillip,54
1373,Sapphire Schieferstein,45
1374,Edgar Dunster,47
1375,Annmarie Fifoot,59
1376,Ezechiel McCord,78
1377,Darlleen Maciejewski,92
1378,Merry Gors,10
1379,Pier Bollen,100
1380,Alexandra Youthead,1
1381,Darlleen Mathely,8
1382,Devinne Grene,88
1383,Roland Houlaghan,7
1384,Chelsie Creaven,63
1385,Arlana Benduhn,23
1386,Harriette Necolds,83
1387,Cassius Anwyl,11
1388,Cherida Gye,59
1389,Weidar Reggiani,39
1390,Floyd Heavens,42
1391,Flossy Engelbrecht,58
1392,Thibaut Scarlett,32
1393,Ronald Jandourek,94
1394,Sergeant Ray,87
1395,Michal Carley,57
1396,Florie Mathissen,49
1397,Rebe Brennand,27
1398,Ivett Ros,11
1399,Bil Gwyer,2
1400,Broderic Ferguson,71
1401,Fred Mulder,40
1402,Edgar Tregale,52
1403,Lanita Zmitruk,71
1404,Floyd Pendlenton,93
1405,Leonerd Brennand,90
1406,Murial Blunt,89
1407,Wally Assur,73
1408,Jacinta Nott,12
1409,Malachi Gye,34
1410,Lemar Grigorescu,69
1411,Meade Abbatt,69
1412,Margarita Bernth,28
1413,Grazia Boothebie,95
1414,Murial Guiton,48
1415,Johann Keady,31
1416,Elvis Baron,77
1417,Jarrid Querree,35
1418,Hilliard Rosencwaig,74
1419,Tanhya Cuerda,60
1420,Bord Biagini,44
1421,Geraldine Juorio,37
1422,Virge Firmin,78
1423,Roderich Daveren,6
1424,Jeniffer Braybrook,89
1425,Kevan Earwicker,76
1426,Phyllys Mallabar,34
1427,Gwendolyn Benduhn,15
1428,Nelie Hanfrey,75
1429,June Pulbrook,16
1430,Rebe Trunby,10
1431,Coraline Reggiani,70
1432,Geraldine Hourihane,54
1433,Bridie Latty,1
1434,Allister Row,92
1435,Cobby Bench,50
1436,Grata Chicken,23
1437,Ada Reck,95
1438,Johann Surmon,27
1439,Land Donwell,8
1440,Betsey Heavens,47
1441,Phyllis Lilford,15
1442,Rebe Bambra,7
1443,Tomasine Kelberman,98
1444,Barr Anwyl,70
1445,Shandee Atchly,9
1446,Byrom Ledgister,79
1447,Conney Fley,37
1448,Mata Roskrug,49
1449,Lea Daveren,62
1450,Pen Cowitz,15
1451,Dierdre Haselgrove,44
1452,Mata Hansbury,61
1453,Dilan Roll,62
1454,Tine Elflain,51
1455,Janna Laslett,38
1456,Ag L' Estrange,55
1457,Weider Row,4
1458,Wileen Winscomb,22
1459,Rahal Mongain,42
1460,Coraline Greenstock,4
1461,Padriac Daoust,13
1462,Faina Shirer,53
1463,Moina Mattussevich,18
1464,Edgar Nott,38
1465,Ursola Maytum,49
1466,Justen O'Hdirscoll,7
1467,Jarrid Livermore,17
1468,Paola MacGinlay,22
1469,Tine Blaza,29
1470,Roderich Barnaclough,97
1471,Alasdair Hostan,15
1472,June McCord,84
1473,Janith Rusted,1
1474,Alleen Inder,88
1475,Dorolisa Mallabar,46
1476,Weidar Borges,23
1477,Phyllys Goudge,93
1478,Berrie Brampton,10
1479,Petronilla Ferguson,60
1480,Byrom Habeshaw,50
1481,Rossy Cato,78
1482,Toby Blaza,30
1483,Sydel Wardesworth,19
1484,Dilan Lope,41
1485,Concordia Assur,33
1486,Viv Blunt,72
1487,Janna Reedman,38
1488,Pyotr Biernat,33
1489,Anne-corinne Hember,75
1490,Reece Winscomb,56
1491,Melly Simonson,13
1492,Ozzy Gallamore,26
1493,Horton McCullouch,67
1494,Betsey Worsham,74
1495,Crawford Hanfrey,14
1496,Kettie Nott,91
1497,Paola Hurdman,33
1498,Edwin Divver,94
1499,Caryn Anwyl,12
1500,Sapphire Rivitt,52
1501,Rebe Chillcot,73
1502,Cecil Bartczak,57
1503,Dniren Hourihane,3
1504,Coraline Craighall,41
1505,Anjanette Cousen,49
1506,Emmett Blincowe,54
1507,Saree Cleghorn,69
1508,Alexis Reck,89
1509,Anjanette O'Hdirscoll,47
1510,Marquita Greenstock,86
1511,Deirdre Daveren,79
1512,Grazia Czaple,93
1513,Osgood Hanfrey,77
1514,Allister Budibent,63
1515,Dorolisa Hurdman,27
1516,Morganica Benduhn,38
1517,Gertie Reck,51
1518,Tiffany Dobing,54
1519,Brittney Tutchell,23
1520,Viv Beal,42
1521,Phyllys Benet,68
1522,Meade McQuode,3
1523,Floyd Cardinale,42
1524,Darlleen Macklin,12
1525,Valentijn Dormand,75
1526,Evanne Dunster,46
1527,Ettore Zmitruk,69
1528,Salvador Blaza,75
1529,Meredith MacInnes,81
1530,Margalit Annell,40
1531,Ursola Zincke,65
1532,Susy Shirer,30
1533,Hebert Budibent,85
1534,Rebe Atchly,64
1535,Anjanette Tattersdill,98
1536,Faina Piggrem,85
1537,Kassandra Brereton,44
1538,Meade Imlach,66
1539,Alina Hurdman,78
1540,Anjanette L' Estrange,52
1541,Dorolisa Mongain,13
1542,Dulcy Macklin,57
1543,Muire Benet,86
1544,Cassius Toolin,64
1545,Devinne Bambra,95
1546,Shandee Cowterd,76
1547,Pen Syms,58
1548,Gwendolyn Boothebie,50
1549,Barr Abbatt,97
1550,Ralina Abson,35
1551,Mahala Gouldstraw,69
1552,Annmarie Bench,55
1553,Bridie Croxley,67
1554,Shandee Mongain,9
1555,Sashenka Scarlett,95
1556,Amy Rustidge,55
1557,Cherida Grouer,30
1558,Lanita Howell,99
1559,Alexandra Roskrug,68
1560,Loni Braban,47
1561,Theobald Folkerd,75
1562,Kippy De Cruze,0
1563,Theresina Blaza,32
1564,Margarita O'Hdirscoll,10
1565,Ainslee Toolin,5
1566,Bil Firmin,51
1567,Padriac Anwyl,20
1568,Kimmy Biagini,2
1569,Randal Betteriss,80
1570,Concettina Haselgrove,96
1571,Onfroi Huegett,0
1572,Kerianne Opdenorth,66
1573,Abby McCerery,32
1574,Lorrin Greenrod,34
1575,Pier Payton,54
1576,Damon Pulbrook,2
1577,Betsey Creaven,8
1578,Weidar Pulbrook,61
1579,Theobald Ledgister,15
1580,Theresina Cowitz,2
1581,Cobby Annell,33
1582,Tabbie Clooney,55
1583,Wileen Opdenorth,57
1584,Ronald Saylor,11
1585,Wally Juorio,93
1586,Karlee Matula,74
1587,Florida Rait,68
1588,Krystal Ferry,81
1589,Dniren Beal,20
1590,Marla Rosencwaig,68
1591,Stanfield Twelftree,14
1592,Lothario Worsham,99
1593,Alexandra Blunt,92
1594,Lauren Hourihane,30
1595,Ettore Hainey,40
1596,Ransom Bolsover,28
1597,Stanfield Schwand,23
1598,Viv Daoust,11
1599,Crawford Gilhespy,98
1600,Anjanette Dineen,81
1601,Caryn Opdenorth,100
1602,Vassili Caldicott,42
1603,Bunnie Juorio,3
1604,Trula Barrabeale,82
1605,Raquela Maytum,57
1606,Myrtie Reck,55
1607,Lyndy Bernth,40
1608,Milicent Row,32
1609,Gwendolyn Roycraft,43
1610,Moina Simonson,71
1611,Ondrea Cullotey,70
1612,Cristal Reggiani,4
1613,Krystal McCullouch,67
1614,Darsie Chesswas,58
1615,Malachi Bodega,68
1616,Dorolisa Howkins,72
1617,Morganica Rait,67
1618,Odelia Bickerstaff,0
1619,Caz Theseira,55
1620,Emmett Braybrook,3
1621,Dyanna Matula,75
1622,Virginia Borges,69
1623,Wernher Cuerda,27
1624,Jory Dunster,67
1625,Trula Haselgrove,40
1626,Toby Saer,25
1627,Lauren Blaza,72
1628,Buddy Gwyer,58
1629,Nicko Verma,63
1630,Clara McCord,82
1631,Bil Zincke,16
1632,Jonie Zincke,88
1633,Hilliary Kilmartin,78
1634,Russell Landrean,76
1635,Margi Ronnay,20
1636,Tabbie Laslett,31
1637,Paola Cobelli,74
1638,Edgar Maytum,0
1639,Brinn Boothebie,81
1640,Janith Matley,55
1641,Kimmy Cardinale,11
1642,Cristal Checo,75
1643,Suzi Coppenhall,69
1644,Concordia Schwand,95
1645,Katuscha Maciejewski,40
1646,Hersch Klampk,54
1647,Roana Daveren,88
1648,Leonerd Twelftree,73
1649,Margarita L' Estrange,81
1650,Mora Nott,30
1651,Chelsie Roll,84
1652,Hersch Dineen,33
1653,Winne Couroy,33
1654,Damon McCullouch,88
1655,Nelie Gash,45
1656,Tessie Pook,87
1657,Shandee Noden,46
1658,Konstance Toolin,95
1659,Loni Gwyer,72
1660,Jessie McCullouch,66
1661,Land Dunster,60
1662,Stanfield Eyeington,43
1663,Malissa Saer,18
1664,Jarrid Mulder,78
1665,Jacqui Ertel,75
1666,Marijn Hanfrey,51
1667,Thibaut Checo,15
1668,Caryn Niche,63
1669,Theobald Houlaghan,60
1670,Aldin Terne,11
1671,Vassili Rickhuss,73
1672,Amy Goddard,73
1673,Carleen Rosencwaig,1
1674,Myrtie Roll,46
1675,Marquita Cammish,69
1676,Jarrid Daveren,97
1677,Alasdair Beal,70
1678,Ardyce Parkey,75
1679,Kevan Teather,35
1680,Annmarie Gash,43
1681,Rebe Colliar,38
1682,Donni Bold,95
1683,Giulia Garford,2
1684,Marnie Schieferstein,17
1685,Lyndy Nott,57
1686,Elvis Klampk,6
1687,Meade Kenafaque,81
1688,Hedvige Abbatt,61
1689,Jessie Haynesford,64
1690,Clara Kilmartin,100
1691,Michelina Mantz,22
1692,Lea Matterface,30
1693,Mahala Barnaclough,94
1694,Barn Pendlenton,71
1695,Jeniffer Necolds,55
1696,Melissa Morey,69
1697,Oralla Blaza,50
1698,Milty Habeshaw,40
1699,Florida Borges,71
1700,Phyllis Colcomb,57
1701,Laney Maytum,93
1702,Bridie Worsham,95
1703,Ransom Rickhuss,9
1704,Jareb De Cruze,52
1705,Grazia Hember,76
1706,Anjanette Livermore,39
1707,Phillip Ronnay,42
1708,Ronnica Borges,18
1709,Nevins Guiton,17
1710,Cullan Theseira,92
1711,Sergeant Klampk,84
1712,Chlo Ferry,5
1713,Angelia Hagard,9
1714,Jacinta Gallamore,57
1715,Royall Guerrier,62
1716,Bridie Hourihane,11
1717,Paola Sleet,70
1718,Cecil Huegett,97
1719,Tanhya Cammish,75
1720,Silvanus Gianasi,26
1721,Sapphire Platt,94
1722,Anjanette Abson,36
1723,Dannel Mallabar,79
1724,Viv Clipston,22
1725,Moina Jandourek,9
1726,Hunter Necolds,37
1727,Dilan Ojeda,32
1728,Kevan Baron,71
1729,Grayce Matthius,53
1730,Amy Inder,72
1731,Ardyce Huegett,63
1732,Ora Jandourek,84
1733,Jonie Earwicker,53
1734,Ronnica Hagard,0
1735,Ediva Guerrier,53
1736,Jareb Fifoot,48
1737,Cristal Souza,97
1738,Deirdre Gilfether,29
1739,Ettore Row,17
1740,Hersch Bodega,24
1741,Allie Winnett,44
1742,Geraldine Mathissen,89
1743,Chelsie Brampton,94
1744,Phylis Youthead,83
1745,Theobald Gye,79
1746,Dilan Tattersdill,2
1747,Edgar Biernat,3
1748,Johann Wardesworth,21
1749,Cassius Firmin,78
1750,Dalston Willavize,82
1751,Evered Eyeington,14
1752,Russell Latty,88
1753,Kimmy Gors,32
1754,Theobald Barrabeale,76
1755,Kiel Melmeth,79
1756,Jarrid McKenny,98
1757,Lindsey Merman,67
1758,Jonie Engelbrecht,34
1759,Dew Folkerd,14
1760,Brinn Guiton,54
1761,Tiffany Opdenorth,37
1762,Josiah Reasun,40
1763,Ezechiel Parvin,59
1764,Harald Bediss,46
1765,Clara Huegett,47
1766,Alexandra Maldin,9
1767,Olimpia Waterhous,90
1768,Merry Worsham,93
1769,Milty Row,72
1770,Shandeigh Greenstock,72
1771,Jonie Craighall,80
1772,Cristal Macklin,31
1773,Odella Gane,91
1774,Raff O'Hdirscoll,48
1775,Land Mathely,3
1776,Berrie Divver,81
1777,Fred Roskrug,40
1778,Raquela Kilmartin,12
1779,Odella Budibent,100
1780,Tiffany Inder,62
1781,Clara Orteau,6
1782,Sydel Clooney,23
1783,Meade Nott,63
1784,Caz Engelbrecht,3
1785,Evanne Gors,16
1786,Inna Maciejewski,49
1787,Jarrid Rickhuss,16
1788,Dalston Pietzker,61
1789,Malachi Guiton,50
1790,Wileen Ferries,45
1791,Grazia Blunt,6
1792,Ag Atchly,89
1793,Dniren Chicken,58
1794,Crawford Greenstock,81
1795,Alwyn Hiskey,78
1796,Tessie Schober,98
1797,Milty Mantz,72
1798,Kiel Scarlett,27
1799,Cullan Paolucci,98
1800,Damon Parvin,39
1801,Malissa Gye,48
1802,Kettie Cleghorn,40
1803,Myrtie Bernth,98
1804,Deirdre Thursby,78
1805,Valentijn Roll,47
1806,Edwin Howkins,39
1807,Jory McCerery,86
1808,Marijn Devitt,13
1809,Bil Tutchell,93
1810,Mata Toffler,48
1811,Dorolisa Beal,68
1812,Hebert Cowitz,63
1813,Meade Earwicker,13
1814,Ronald Gors,49
1815,Loni Saylor,69
1816,Mata Teather,78
1817,Evanne Earwicker,19
1818,Arlana Fifoot,6
1819,Phillip Winnett,35
1820,Melissa Gouldstraw,5
1821,Traver Matley,31
1822,Nelie Paolucci,68
1823,Mahala Heavens,60
1824,Katuscha Blaza,99
1825,Hersch Allgood,13
1826,Kippy Rimour,62
1827,Bridie Abson,64
1828,Winne Braybrook,44
1829,Sashenka Easen,83
1830,Morey Howell,95
1831,Concettina Piggrem,78
1832,Lyndy Budibent,100
1833,Lauree Arrowsmith,0
1834,Marijn Mathissen,76
1835,Ediva Synke,28
1836,Lemar Easen,43
1837,Hunter Laslett,28
1838,Evered Hanfrey,64
1839,Merrili Ferry,53
1840,Weider Chillcot,6
1841,Bil Staines,72
1842,Meredith Gilhespy,42
1843,Myrtie Tinto,62
1844,Jonie Guiton,17
1845,Margarita Elflain,85
1846,Pen Cobelli,44
1847,Linzy Earwicker,45
1848,Clara Landrean,46
1849,Bord Colliar,84
1850,Dierdre Misk,74
1851,Alasdair Eyeington,83
1852,Malachi Cuerda,79
1853,Tine Tutchell,74
1854,Anatollo Greeding,6
1855,Veradis Fley,38
1856,Tabbie Heavens,14
1857,Lilllie Labbati,20
1858,Phillip Matula,24
1859,Nevins Bench,69
1860,Marquita Blanckley,37
1861,Ivett Nott,71
1862,Angelia Czaple,14
1863,Coraline Abson,4
1864,Inna Ray,59
1865,Salvador Guerrier,9
1866,Alasdair Ca,34
1867,Brod Merman,4
1868,Concettina Coppenhall,30
1869,Sapphire Flewin,93
1870,Virge Waterhous,28
1871,Milicent Roll,37
1872,Saree Saylor,41
1873,Phylis Rabley,45
1874,Grata Parvin,51
1875,Darsie Czaple,51
1876,Conney Matthius,45
1877,Berrie Pendlenton,15
1878,Viv Paolucci,23
1879,Virginia Brereton,20
1880,Jean Youthead,78
1881,Caryn Willavize,89
1882,Adaline Divver,26
1883,Roderich Piggrem,90
1884,Osgood Kenafaque,21
1885,Petronilla Hourihane,35
1886,Cecil Gilhespy,78
1887,Michal Rustidge,44
1888,Ogdon Scates,88
1889,Roderich Jessope,1
1890,Jessika Daoust,36
1891,Annmarie Van Halle,8
1892,Ora Labbati,63
1893,Alasdair Maciejewski,27
1894,Etheline Donwell,48
1895,Geraldine Rathke,84
1896,Barn Inder,9
1897,Cecil Flewin,95
1898,Ursola McQuaker,78
1899,Dorolisa Dineen,33
1900,Sashenka McCerery,80
1901,Fred Laslett,91
1902,Inna Ertel,11
1903,Damon Cubbit,43
1904,Viva Normaville,7
1905,Myrta Roycraft,70
1906,Rossy Grigorescu,86
1907,Virge Roskrug,95
1908,Buddy Heavens,46
1909,Concettina Hughman,13
1910,Ainslee Elderbrant,72
1911,Fred Arrowsmith,30
1912,Damon Greeding,97
1913,Dilan Paolucci,56
1914,Nissy Mulder,5
1915,Suzi Ertel,1
1916,Roland Cowterd,40
1917,Shandee Schieferstein,36
1918,Konstance Bickerstaff,8
1919,Cherida Lope,27
1920,Wernher Dobing,88
1921,Jacqui Egger,54
1922,Grazia Pietzker,70
1923,Raleigh Surmon,47
1924,Marnie Hagard,54
1925,Hebert Kennally,11
1926,Harriette Sleet,86
1927,Denys Haselgrove,30
1928,Ozzy Chillcot,38
1929,Kassandra Juorio,66
1930,Bord Van Halle,83
1931,Edgar Grene,53
1932,Lyndy Winscomb,85
1933,Laney Parkey,55
1934,Heath Hourihane,92
1935,Janith Fynn,70
1936,Meredith Worsham,89
1937,Aldin Bench,11
1938,Betsey Ray,4
1939,Cassius Gilfether,100
1940,Jory Shave,20
1941,Cristal Lenthall,16
1942,Hebert Matthius,64
1943,Coraline Ca,10
1944,Darsie Chicken,38
1945,Claudell Allgood,12
1946,Lyndy Pietzker,1
1947,Malachi Row,66
1948,Josiah Winnett,93
1949,Lyndy Rabley,50
1950,Hilliary Fynn,33
1951,Kelby Pendlenton,85
1952,Florida Haselgrove,65
1953,Trent Daveren,33
1954,Vassili Creaven,56
1955,Phillip Blunt,15
1956,Ursola Kenafaque,0
1957,Jacinta Fley,82
1958,Margarethe Cowterd,77
1959,Lothario Brampton,42
1960,Deirdre Orteau,1
1961,Raquela Hurdman,3
1962,Lauretta Coupe,40
1963,Damon Twelftree,94
1964,Gertie O'Hdirscoll,37
1965,Darsie Rustidge,29
1966,Trula Toffler,100
1967,Everett Kenafaque,89
1968,Krystal Cardinale,34
1969,Alasdair Payton,75
1970,Daisy Inder,36
1971,Trula Platt,65
1972,Veradis Peerless,64
1973,Leonerd Gouldstraw,52
1974,Cobby Pook,32
1975,Dalston Bollen,44
1976,Shirlene Rickhuss,100
1977,Floyd Earwicker,98
1978,Concettina Barnaclough,85
1979,Benjy Fynn,62
1980,Brittney Brampton,12
1981,Bunnie Blincowe,11
1982,Ada Hurdman,54
1983,Tessie Emmott,31
1984,Sashenka Anwyl,26
1985,Lanita Creaven,25
1986,Dalston Gilhespy,20
1987,Cecil Daveren,31
1988,Dew Wardesworth,81
1989,Faina Willavize,93
1990,Everett Ros,47
1991,Milty Croxley,73
1992,Jeniffer Verma,70
1993,Nicko McCotter,26
1994,Jacqui Gianasi,53
1995,Everett Checo,97
1996,Marijn Rathke,95
1997,Lauree Budibent,51
1998,Ainslee Bambra,30
1999,Betsey Haynesford,92
2000,Russ Howkins,36
2001,Kev Allgood,81
2002,Randal Emmott,50
2003,Bridie Morey,37
2004,Milty Benduhn,51
2005,Cullan Czaple,71
2006,Florida Youthead,6
2007,Jarrid Lardnar,3
2008,Tanhya Rait,4
